Survey Request ID,Survey Request Created At,Survey Request Dispatch At,Person ID,Person Created At,Person Email,Person Name,Latest Event,Latest Event Timestamp,Survey Response ID,Survey Response Score,Survey Response Comment,Survey Response Created At,Survey Response Notes,Survey Response Tags,Import ID,Import Size,Import Created At,Import Dispatched At,API,Channel,application_id,assignee_name,conversation_id,customer_id,Delighted Browser,Delighted Device Type,Delighted Operating System,Delighted Source,internal_case_tags,lcs_prior_to_withdrawn,withdrawn_lifecycle_stage,Additional Question: Thanks for your response. Please tell us a bit more about how we could improve. (ID: text_ZH0ENW)
3862309758,3/9/2023 9:41,3/9/2023 14:17,1270393316,3/28/2023 15:57,,,suppressed,3/30/2023 15:57,,,,,,,,,,,Yes,Email,6300676,,37d768d8-9e37-4129-b672-ebd369,58484853,,,,Email,,application_in_underwriting,withdrawn,
3861592053,3/1/2023 18:09,3/2/2023 15:46,1245633949,3/25/2023 10:21,,,surveyed,3/3/2023 15:31,,,,,,,,,,,Yes,Email,5579094,,0090788f-9ce6-4b50-82a9-f7e6c5,48224285,,,,Email,,application_requested,withdrawn,
3846791043,3/16/2023 15:24,3/17/2023 16:47,1290709627,3/10/2023 8:11,,,surveyed,3/14/2023 10:52,,,,,,,,,,,Yes,Email,5748287,,ae020504-6a78-4dbc-b41c-5b464a,59424993,,,,Email,,application_requested,withdrawn,
3853153494,3/1/2023 15:39,3/1/2023 8:41,1275667177,3/27/2023 14:11,,,unsubscribed,3/11/2023 9:07,,,,,,,,,,,Yes,Email,5863773,,63b76040-4b06-48c7-acb8-bc5d53,54668727,,,,Email,,sign_and_exam,application_closed_withdrawn,
3870841303,3/15/2023 13:25,3/3/2023 14:58,1310564759,3/23/2023 9:49,,,surveyed,3/2/2023 11:30,,,,,,,,,,,Yes,Email,6226748,,d04731a9-cfc6-4588-9825-3e0583,52811496,,,,Email,,application_requested,withdrawn,
3863212350,3/28/2023 8:57,3/17/2023 8:23,1225378257,10/31/2020 12:28,,,opened,3/29/2023 11:18,,,,,,,,,,,Yes,Email,6401255,,0b19f812-d7a7-4e9b-933f-88d4d5,58465694,,,,Email,,application_requested,withdrawn,
3852516881,3/8/2023 14:06,3/9/2023 15:28,1274130955,3/14/2023 16:36,,,suppressed,3/14/2023 10:52,,,,,,,,,,,Yes,Email,6328714,,523a3bf8-f121-4e8d-88a7-48abe8,64028592,,,,Email,,application_requested,withdrawn,
3854817110,3/10/2023 9:01,3/11/2023 10:14,1330279581,3/16/2023 13:44,,,surveyed,3/10/2023 14:21,,,,,,,,,,,Yes,Email,6375298,,a70fb949-e1cc-40a5-8477-2be4c1,63297447,,,,Email,,application_requested,withdrawn,
3868709319,3/10/2023 9:26,3/3/2023 13:52,1326005739,3/30/2023 13:31,,,opened,3/31/2023 11:11,,,,,,,,,,,Yes,Email,6018037,,92fee9e2-2848-4e98-88d5-cdbda8,61948934,,,,Email,,application_requested,withdrawn,
3855759202,3/30/2023 11:59,3/16/2023 16:37,1292636255,2/28/2023 15:37,,,opened,3/29/2023 16:14,,,,,,,,,,,Yes,Email,6052592,,e4d311a2-efcd-4be0-ad6b-8c2e7a,56147617,,,,Email,,sign_and_exam,withdrawn,
3867317457,3/28/2023 16:54,3/30/2023 8:48,1331378778,3/28/2023 10:35,,,surveyed,3/1/2023 16:26,,,,,,,,,,,Yes,Email,6308614,,d7c4ac01-9fc5-4848-8dd2-e04e33,63979637,,,,Email,,application_requested,withdrawn,
3866324233,3/13/2023 13:22,3/4/2023 7:12,1301684888,2/28/2023 16:51,,,opened,3/25/2023 10:14,,,,,,,,,,,Yes,Email,5906233,,fd789ca6-91b0-4cbf-9fde-ec8c67,58788225,,,,Email,,application_requested,application_closed_withdrawn,
3867283853,3/8/2023 15:37,3/7/2023 15:14,1270728796,3/6/2023 15:38,,,opened,3/31/2023 9:39,,,,,,,,,,,Yes,Email,5937237,,1c48eb98-02d8-4941-94df-f50238,56408636,,,,Email,,application_requested,withdrawn,
3848650518,3/27/2023 10:12,3/8/2023 14:35,1232479159,3/23/2023 13:57,,,surveyed,3/31/2023 12:41,,,,,,,,,,,Yes,Email,6246560,,62274e49-41aa-4226-beb5-965831,62966585,,,,Email,,sign_and_exam,withdrawn,
3872590664,3/17/2023 15:01,3/18/2023 19:48,1322153102,2/28/2023 14:30,,,opened,3/24/2023 15:08,,,,,,,,,,,Yes,Email,6142661,,2c07f7aa-745c-4f98-862f-1f4ebc,59446770,,,,Email,,application_requested,withdrawn,
3861924598,3/29/2023 11:13,3/30/2023 10:08,1336406059,3/21/2023 13:55,,,surveyed,3/9/2023 11:18,,,,,,,,,,,Yes,Email,6327057,,450b6031-3f6b-4562-a4f5-7aad66,62513565,,,,Email,,sign_and_exam,underwriting_application_closed_withdrawn,
3847559625,3/24/2023 8:56,3/16/2023 16:16,1210167907,3/8/2023 14:25,,,opened,3/31/2023 13:15,,,,,,,,,,,Yes,Email,5748629,,7d6038a6-a21a-48af-9c64-6d4e20,54162869,,,,Email,,application_not_started,withdrawn,
3874428609,3/1/2023 18:10,3/2/2023 12:19,1336467423,3/7/2023 12:06,,,surveyed,4/1/2023 6:07,,,,,,,,,,,Yes,Email,6150202,,4f2a5bad-ef48-419f-b8dd-15651e,55482196,,,,Email,,sign_and_exam,withdrawn,
3863662672,3/22/2023 11:06,3/24/2023 7:46,1286293987,2/28/2023 13:33,,,opened,3/28/2023 12:49,,,,,,,,,,,Yes,Email,5802524,,ce8a3d5a-fefe-4cdc-9b48-2cd1e4,45440496,,,,Email,,application_requested,withdrawn,
3856650674,3/8/2023 16:27,3/9/2023 11:08,1295311064,3/10/2023 13:00,,,suppressed,3/29/2023 9:35,,,,,,,,,,,Yes,Email,5678148,,1320a273-8483-4f50-a7cc-444924,57568322,,,,Email,,sign_and_exam,application_closed_withdrawn,
3846533582,2/28/2023 15:53,3/2/2023 15:36,1217115937,3/7/2023 14:20,,,opened,3/8/2023 15:27,,,,,,,,,,,Yes,Email,5854876,,95741aa0-230e-4a9a-824b-6aa143,55444145,,,,Email,,application_requested,application_closed_withdrawn,
3861849967,2/28/2023 8:48,3/1/2023 13:46,1246180241,3/21/2023 10:31,,,surveyed,3/26/2023 11:12,,,,,,,,,,,Yes,Email,5948883,,fdd459d4-594e-4c7a-9e95-291ed4,50016606,,,,Email,,application_requested,withdrawn,
3862049898,3/1/2023 15:12,3/10/2023 14:18,1318526588,3/9/2023 12:05,,,surveyed,3/31/2023 9:29,,,,,,,,,,,Yes,Email,5500906,,088599b8-3b63-4bec-917a-b44d7c,59920868,,,,Email,,application_requested,withdrawn,
3849392893,3/25/2023 9:58,3/31/2023 9:21,1234805668,3/10/2023 7:29,,,suppressed,3/15/2023 20:47,,,,,,,,,,,Yes,Email,6005934,,2009c854-b70f-4071-a77f-cb7feb,56929451,,,,Email,,application_requested,withdrawn,
3868332314,3/13/2023 16:56,3/23/2023 11:03,1336086745,3/29/2023 9:21,,,surveyed,3/21/2023 9:46,,,,,,,,,,,Yes,Email,5985190,,4c0de5b3-5d97-445d-943a-d119b4,62003779,,,,Email,,application_requested,withdrawn,
3866267434,2/28/2023 12:26,3/29/2023 9:22,1325890805,3/1/2023 15:10,,,surveyed,3/28/2023 10:32,,,,,,,,,,,Yes,Email,5511253,,f865e5e9-ddf2-4a7d-8108-61c7c8,55031561,,,,Email,,application_requested,withdrawn,
3851197286,3/27/2023 14:48,3/28/2023 13:19,1299954936,3/23/2023 14:30,,,surveyed,3/24/2023 15:48,,,,,,,,,,,Yes,Email,5640502,,5fdef999-2a58-453f-b31b-6f2358,61735327,,,,Email,,sign_and_exam,withdrawn,
3849726093,3/8/2023 8:42,3/9/2023 9:03,1318115699,3/24/2023 8:46,,,opened,3/9/2023 14:17,,,,,,,,,,,Yes,Email,6347725,,54c704a9-178f-415a-9ecb-893a41,63024251,,,,Email,,application_in_underwriting,application_closed_withdrawn,
3863511148,3/29/2023 12:31,3/31/2023 9:46,1267425049,3/26/2023 16:52,,,opened,3/30/2023 14:40,,,,,,,,,,,Yes,Email,5598780,,8c85ee89-f081-4abe-9fdd-3d7183,49007921,,,,Email,,sign_and_exam,application_closed_withdrawn,
3863819085,3/7/2023 21:04,3/8/2023 19:27,1332274269,3/6/2023 5:57,,,surveyed,3/1/2023 14:17,,,,,,,,,,,Yes,Email,5801151,,58796076-8918-4b08-a75d-29ee24,62615586,,,,Email,,sign_and_exam,application_closed_withdrawn,
3847536109,3/24/2023 13:32,3/21/2023 11:57,1262900295,3/30/2023 11:21,,,suppressed,3/28/2023 15:29,,,,,,,,,,,Yes,Email,6034462,,59cc2591-da9d-43f6-b7c2-2d9bc2,59833069,,,,Email,,application_requested,withdrawn,
3842866980,3/25/2023 8:01,3/26/2023 8:19,1204078111,3/27/2023 14:12,,,opened,3/16/2023 13:35,,,,,,,,,,,Yes,Email,5695772,,596da19f-5a63-4070-b02a-f301e1,58447505,,,,Email,,application_requested,withdrawn,
3865274711,3/22/2023 12:38,3/23/2023 17:28,1316083289,3/30/2023 13:56,,,opened,3/17/2023 14:06,,,,,,,,,,,Yes,Email,5572690,,abadd9a6-ea92-4526-8b54-88bbb0,59656541,,,,Email,,application_requested,withdrawn,
3856899199,3/3/2023 13:44,3/1/2023 7:57,1294997240,3/6/2023 12:44,,,opened,3/30/2023 13:22,,,,,,,,,,,Yes,Email,5989644,,b2171c5c-3eaa-4b40-8987-2fcb01,53930394,,,,Email,,application_requested,application_closed_withdrawn,
3851861088,3/1/2023 9:44,3/2/2023 8:15,1280122324,3/27/2023 13:36,,,opened,3/3/2023 0:06,,,,,,,,,,,Yes,Email,5896988,,4fe4b201-719e-4418-a32b-92fe03,62982872,,,,Email,,sign_and_exam,withdrawn,
3854647192,3/29/2023 16:32,3/31/2023 7:46,1308150409,3/29/2023 9:05,,,opened,3/11/2023 17:55,,,,,,,,,,,Yes,Email,6047654,,45585f90-9bb7-4757-9d7c-9a2e2d,56054196,,,,Email,,application_requested,withdrawn,
3859382829,3/28/2023 16:08,3/7/2023 15:48,1307240759,3/2/2023 12:05,,,opened,3/28/2023 16:23,,,,,,,,,,,Yes,Email,6195577,,d734698d-0e0b-44b0-a6e2-ff8aae,63875895,,,,Email,,application_requested,withdrawn,
3864298568,3/6/2023 16:23,3/28/2023 16:38,1255119021,3/24/2023 8:27,,,opened,3/26/2023 13:05,,,,,,,,,,,Yes,Email,6111921,,d850b209-9b52-4d8d-ba6f-80a299,62624027,,,,Email,,application_in_underwriting,withdrawn,
3864013636,3/29/2023 7:49,3/22/2023 11:06,1277386119,3/15/2023 15:32,,,surveyed,3/8/2023 11:09,,,,,,,,,,,Yes,Email,5806868,,cc7b62d9-50ae-4e33-ab0d-647c0b,54130239,,,,Email,,application_in_underwriting,application_closed_withdrawn,
3868415000,3/22/2023 16:48,3/21/2023 8:25,1320260370,3/22/2023 8:50,,,opened,3/28/2023 9:17,,,,,,,,,,,Yes,Email,6285639,,62b58f38-62ed-425c-81ea-a149f9,64158137,,,,Email,,application_requested,withdrawn,
3866521098,3/2/2023 12:00,3/4/2023 8:43,1332440533,3/29/2023 15:09,,,opened,3/11/2023 17:55,,,,,,,,,,,Yes,Email,5711033,,e93d5dd5-bb64-43c7-ac9c-9bd827,61463860,,,,Email,,application_requested,withdrawn,
3861794797,3/23/2023 14:04,3/24/2023 12:07,1319848315,3/21/2023 7:48,,,surveyed,3/23/2023 10:14,,,,,,,,,,,Yes,Email,5388297,,4d4c3a69-660b-4340-af15-c8c37a,59593515,,,,Email,,application_requested,withdrawn,
3853795854,3/8/2023 15:14,3/16/2023 16:15,1268752614,3/28/2023 16:15,,,surveyed,3/11/2023 8:57,,,,,,,,,,,Yes,Email,6027189,,7660cb9a-f8c7-42b0-b6ac-0760c8,59770927,,,,Email,,application_requested,withdrawn,
3861353982,3/5/2023 15:14,3/6/2023 15:14,1307166501,3/15/2023 16:15,,,suppressed,3/25/2023 11:10,,,,,,,,,,,Yes,Email,6347962,,d731f726-178b-4497-a896-a65699,59656612,,,,Email,,sign_and_exam,withdrawn,
3873951684,3/27/2023 14:41,3/10/2023 15:33,1317339756,2/28/2023 13:33,,,surveyed,3/17/2023 13:29,,,,,,,,,,,Yes,Email,5416799,,1faa4731-c97e-4b65-8e5e-478c42,55032302,,,,Email,,application_requested,withdrawn,
3852892721,3/14/2023 18:55,3/16/2023 8:54,1151844869,3/13/2023 9:17,,,bounced,3/1/2023 9:59,,,,,,,,,,,Yes,Email,5770148,,146dc1e2-638a-4e33-8c51-697875,60505411,,,,Email,,sign_and_exam,application_closed_withdrawn,
3854378146,3/8/2023 13:49,3/10/2023 8:00,1316072782,3/6/2023 10:25,,,surveyed,3/17/2023 13:33,,,,,,,,,,,Yes,Email,6161907,,287034e8-a891-4b5e-9c1b-0e4833,62074155,,,,Email,,application_requested,withdrawn,
3851879821,3/22/2023 15:20,3/24/2023 12:31,1286408530,3/30/2023 12:28,,,suppressed,3/30/2023 12:14,,,,,,,,,,,Yes,Email,6349913,,eeb49cc2-09c0-4445-85cd-f848dc,63520262,,,,Email,,application_requested,withdrawn,
3860828344,3/22/2023 8:48,3/22/2023 13:31,1282436693,3/21/2023 10:55,,,surveyed,3/28/2023 18:34,,,,,,,,,,,Yes,Email,6345035,,e40c560d-bf0f-43e2-a15e-84729f,62665254,,,,Email,,application_requested,withdrawn,
3840775735,3/7/2023 9:12,3/8/2023 8:54,1277237627,3/24/2023 15:26,,,surveyed,3/14/2023 16:53,,,,,,,,,,,Yes,Email,5775250,,22e7531f-d815-4292-bd8c-bbd280,49966304,,,,Email,,sign_and_exam,withdrawn,
3859483342,3/20/2023 17:39,3/22/2023 19:38,1268975858,3/21/2023 10:47,,,suppressed,3/16/2023 15:03,,,,,,,,,,,Yes,Email,5934249,,834d8fe6-f2d7-4ab4-871a-1db2a6,63348636,,,,Email,,sign_and_exam,withdrawn,
3852523538,3/21/2023 12:33,3/31/2023 16:14,1322460876,3/29/2023 10:32,,,opened,3/6/2023 15:39,,,,,,,,,,,Yes,Email,4582195,,a4076379-edfe-4669-b91c-42c48e,55919171,,,,Email,,application_requested,withdrawn,
3860498800,3/8/2023 10:51,3/30/2023 13:24,1307939142,3/22/2023 9:57,,,surveyed,3/28/2023 10:57,,,,,,,,,,,Yes,Email,5828923,,fc265b04-b372-4a17-b322-bcc406,50174824,,,,Email,,sign_and_exam,application_closed_withdrawn,
3849347784,3/27/2023 14:34,3/28/2023 15:07,1298775808,3/9/2023 7:43,,,opened,3/28/2023 21:53,,,,,,,,,,,Yes,Email,6089575,,bb67fe33-91bc-4011-8352-7ac6b7,60891695,,,,Email,,application_requested,withdrawn,
3849972083,2/28/2023 14:59,3/1/2023 8:30,1303017359,3/2/2023 20:02,,,surveyed,3/1/2023 16:12,,,,,,,,,,,Yes,Email,5850580,,b99b86ac-88e9-4947-8b83-9536b4,56082513,,,,Email,,application_requested,application_closed_withdrawn,
3856214261,3/27/2023 10:41,3/14/2023 12:29,1277232410,3/7/2023 14:06,,,surveyed,3/14/2023 10:16,,,,,,,,,,,Yes,Email,6345099,,27190dd5-ecf0-4989-889d-fdf520,60230246,,,,Email,,application_in_underwriting,application_closed_withdrawn,
3870465176,3/16/2023 17:30,3/11/2023 13:59,1335682655,3/7/2023 7:36,,,surveyed,3/11/2023 14:46,,,,,,,,,,,Yes,Email,5840911,,abc98ca5-943b-4ce7-97e8-45ec3a,58807089,,,,Email,,application_requested,application_closed_withdrawn,
3872741204,3/7/2023 13:20,3/28/2023 8:47,1303592368,3/17/2023 14:21,,,suppressed,3/25/2023 1:15,,,,,,,,,,,Yes,Email,6159316,,83b573c2-6570-49e0-8209-165f64,62229003,,,,Email,,sign_and_exam,withdrawn,
3866646270,3/8/2023 7:05,3/8/2023 14:25,1318864449,3/7/2023 7:09,,,surveyed,3/29/2023 19:05,,,,,,,,,,,Yes,Email,6263045,,f7cbff92-2cb1-4a4e-b03a-79b6bf,56759482,,,,Email,,application_requested,withdrawn,
3871485967,3/10/2023 11:02,3/12/2023 17:37,1259430350,3/11/2023 10:23,,,opened,3/1/2023 11:44,,,,,,,,,,,Yes,Email,5745094,,887d179c-3410-4de1-8857-e4e297,42846164,,,,Email,,application_requested,withdrawn,
3857452353,3/29/2023 12:38,3/25/2023 15:15,1301419595,3/22/2023 16:15,,,suppressed,3/2/2023 8:29,,,,,,,,,,,Yes,Email,5164092,,57d3622e-3884-4228-8555-e6613f,51926455,,,,Email,,application_requested,withdrawn,
3861896070,3/29/2023 8:41,3/3/2023 16:16,1260908847,3/29/2023 8:42,,,surveyed,3/25/2023 8:32,,,,,,,,,,,Yes,Email,5217746,,f8842346-47f2-4dc0-a9b2-ade75c,39739600,,,,Email,,sign_and_exam,withdrawn,
3867615551,2/28/2023 14:38,3/4/2023 14:46,1237756800,3/9/2023 16:03,,,throttled,3/2/2023 13:36,,,,,,,,,,,Yes,Email,5764608,,701e3d10-cde0-451a-a6fc-b3d8bf,50284163,,,,Email,,sign_and_exam,withdrawn,
3855217249,3/6/2023 7:10,3/8/2023 16:01,1294874981,3/9/2023 12:52,,,surveyed,3/27/2023 15:14,,,,,,,,,,,Yes,Email,5872822,,d1babc06-0029-4877-9095-27b5a6,62447286,,,,Email,,sign_and_exam,withdrawn,
3852369863,3/30/2023 16:52,3/31/2023 9:20,1296867935,3/2/2023 11:03,,,surveyed,3/18/2023 18:10,,,,,,,,,,,Yes,Email,5989444,,54c70862-7e9a-4187-bc9b-34c173,57403011,,,,Email,,application_in_underwriting,withdrawn,
3844909638,3/9/2023 11:28,3/10/2023 12:06,1288276038,3/28/2023 7:55,,,surveyed,3/20/2023 7:22,,,,,,,,,,,Yes,Email,6123406,,e1685e3e-6802-4ae2-ba4a-1578c3,60508098,,,,Email,,application_requested,withdrawn,
3859504980,3/21/2023 15:14,3/9/2023 8:36,1291210823,3/21/2023 10:00,,,surveyed,3/29/2023 17:00,,,,,,,,,,,Yes,Email,5932208,,bd9d5a0a-e39c-42ce-acc4-bc3426,63067199,,,,Email,,sign_and_exam,withdrawn,
3859438734,3/27/2023 15:00,3/29/2023 7:29,1307067804,3/9/2023 14:24,,,surveyed,3/3/2023 12:23,,,,,,,,,,,Yes,Email,6138984,,9fa68b1d-f666-4a5d-b7b3-0543c5,59881081,,,,Email,,application_requested,withdrawn,
3868739523,3/25/2023 13:34,3/7/2023 9:40,1323733850,3/30/2023 15:41,,,opened,3/24/2023 13:46,,,,,,,,,,,Yes,Email,6338174,,0aa2f545-c68b-43ce-b01b-1e3580,58130776,,,,Email,,aps_ordered,withdrawn,
3854307623,3/22/2023 8:09,3/23/2023 8:48,1214149190,3/21/2023 14:19,,,suppressed,3/18/2023 14:48,,,,,,,,,,,Yes,Email,6054942,,857cae38-660c-4689-862d-1381a2,52985124,,,,Email,,sign_and_exam,withdrawn,
3849207768,3/6/2023 15:00,3/6/2023 19:04,1225288794,3/8/2023 15:40,,,opened,3/11/2023 10:01,,,,,,,,,,,Yes,Email,6233302,,e066eef4-656d-4a5d-b940-9bbfce,57597799,,,,Email,,sign_and_exam,withdrawn,
3859072072,3/15/2023 11:17,3/3/2023 15:25,1324196845,3/30/2023 11:08,,,surveyed,3/15/2023 9:48,,,,,,,,,,,Yes,Email,5038962,,2d2a12dd-3f0f-4927-b361-7d8863,53117438,,,,Email,,sign_and_exam,withdrawn,
3859134643,3/30/2023 12:20,3/31/2023 14:18,1308840061,3/6/2023 7:16,,,opened,3/16/2023 10:31,,,,,,,,,,,Yes,Email,6195619,,0ec234f5-eb2d-42d8-bd91-0af444,54727204,,,,Email,,application_requested,withdrawn,
3869015308,3/29/2023 9:15,3/30/2023 10:38,1309764757,3/8/2023 18:39,,,surveyed,4/1/2023 1:15,,,,,,,,,,,Yes,Email,6148580,,bb301782-f6eb-4622-aacb-4c4fbe,59132959,,,,Email,,application_requested,withdrawn,
3839932337,3/16/2023 12:23,3/14/2023 15:37,1279043903,3/2/2023 18:04,,,suppressed,4/1/2023 18:18,,,,,,,,,,,Yes,Email,5069646,,11e94c46-b976-455f-9b1d-6a0e56,43129597,,,,Email,,application_requested,withdrawn,
3864588883,3/20/2023 16:34,3/23/2023 9:22,1309967014,3/26/2023 12:45,,,opened,3/21/2023 14:00,,,,,,,,,,,Yes,Email,6302858,,b923cced-7ad9-4cef-8953-85ff08,58603268,,,,Email,,application_requested,withdrawn,
3856729619,3/8/2023 8:36,3/29/2023 10:09,1248283385,2/28/2023 16:40,,,surveyed,3/25/2023 14:51,,,,,,,,,,,Yes,Email,5652381,,c93e1777-f0e5-4a12-9a89-859be8,38563192,,,,Email,,application_requested,withdrawn,
3858698077,3/27/2023 13:09,3/25/2023 11:39,1287210461,3/24/2023 15:16,,,surveyed,3/26/2023 13:35,,,,,,,,,,,Yes,Email,6137402,,027fbbff-ad70-40af-aceb-034973,58775696,,,,Email,,sign_and_exam,withdrawn,
3853062909,3/13/2023 14:15,3/14/2023 13:29,1235351958,3/7/2023 15:06,,,surveyed,3/14/2023 9:09,,,,,,,,,,,Yes,Email,6367314,,fc0e7003-d624-4634-9df2-b0b2e1,59475592,,,,Email,,application_requested,withdrawn,
3863220299,3/21/2023 14:41,3/7/2023 14:36,1330413495,2/28/2023 9:18,,,surveyed,3/29/2023 10:50,,,,,,,,,,,Yes,Email,6006028,,72583275-ac8f-4dd0-a041-beb3f9,62598041,,,,Email,,sign_and_exam,withdrawn,
3863073326,3/15/2023 13:25,3/18/2023 13:33,1287174784,3/30/2023 11:22,,,opened,3/22/2023 11:05,,,,,,,,,,,Yes,Email,4665348,,d9c1534a-c091-4888-b9fc-760bb6,46224056,,,,Email,,sign_and_exam,application_closed_incomplete_went_cold,
3866651797,3/7/2023 15:34,3/8/2023 8:04,1269233158,3/30/2023 13:23,,,opened,3/17/2023 13:40,,,,,,,,,,,Yes,Email,5603904,,e6d66335-a6ea-4576-895f-ee4c5d,55415768,,,,Email,,sign_and_exam,withdrawn,
3855809895,3/29/2023 8:00,3/22/2023 10:14,1280004757,3/1/2023 16:57,,,surveyed,3/23/2023 17:06,,,,,,,,,,,Yes,Email,4705451,,da8d88e2-318c-4fd1-9acf-2ca58d,48531956,,,,Email,,application_requested,withdrawn,
3872387973,3/23/2023 8:49,3/30/2023 7:55,1329140162,3/29/2023 11:43,,,surveyed,3/9/2023 10:30,,,,,,,,,,,Yes,Email,6238034,,322a031b-53bd-4da3-a31a-aa012b,57512902,,,,Email,,application_requested,withdrawn,
3850803564,3/10/2023 10:57,3/13/2023 12:56,1223891016,2/28/2023 15:10,,,surveyed,3/25/2023 15:49,,,,,,,,,,,Yes,Email,5551541,,cd168179-5abf-421f-99fa-852f41,58655005,,,,Email,,application_not_started,withdrawn,
3854526115,3/2/2023 14:50,3/3/2023 15:01,1312030569,3/13/2023 9:16,,,surveyed,3/7/2023 10:22,,,,,,,,,,,Yes,Email,6181658,,f6fa20fc-1ebe-43a5-bc0b-c7ae94,57490578,,,,Email,,application_requested,withdrawn,
3864694316,3/13/2023 15:45,3/14/2023 10:00,1286580159,3/2/2023 15:08,,,unsubscribed,3/30/2023 12:39,,,,,,,,,,,Yes,Email,5928959,,2f1c3d83-d3a8-461d-88db-8fc43c,59413635,,,,Email,,application_requested,withdrawn,
3850581818,2/28/2023 22:31,3/1/2023 16:12,1287306826,3/3/2023 13:18,,,suppressed,3/4/2023 4:56,,,,,,,,,,,Yes,Email,6040596,,f8842346-47f2-4dc0-a9b2-ade75c,58436529,,,,Email,,application_requested,withdrawn,
